EGID,BAUJ,BAUJK,FLAE,GES,GKAT,n_eingange,GDEKT,GDENAME,GDENR,STRNAME,DEINR,PLZ4,PLZNAME,Latitude,Longitude,CH_BEZ_D,BAUJK_qual,FLAE_qual,GES_qual,EBF,Nutzung,HGT,co2_m2,co2,kwh_m2,kwh
1,1984,1981-1985,122,2,Gebäude mit teilweiser Wohnnutzung,2,ZH,Affoltern am Albis,2,Grossholzerstrasse,20,8910,Affoltern am Albis,47.26912,8.449096,ausserhalb Bauzonen,1,0,1,97.60000000000001,Rest,3112,24.11903142965101,2354.0174675339385,107.27098672832796,10469.64830468481
"165,1980,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlrütistrasse,10,8910,Affoltern am Albis,47.27395,8.455166,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"166,1975,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlrütistrasse,12,8910,Affoltern am Albis,47.27384,8.454853,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"168,1969,1961-1970,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlrütistrasse,20,8910,Affoltern am Albis,47.27345,8.455934,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
"171,1972,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannrütistrasse,1,8910,Affoltern am Albis,47.27271,8.455037,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"176,1972,1971-1980,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Tannrütistrasse,13,8910,Affoltern am Albis,47.27303,8.45517,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"179,1972,1971-1980,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannrütistrasse,19,8910,Affoltern am Albis,47.27301,8.455637,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"180,1973,1971-1980,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannrütistrasse,21,8910,Affoltern am Albis,47.2731,8.455533,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"182,1982,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,19a,8910,Affoltern am Albis,47.27385,8.453987,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"190,1970,1961-1970,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Mühlrütistrasse,2,8910,Affoltern am Albis,47.27406,8.45384,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
"143,1840,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,9,8910,Affoltern am Albis,47.27606,8.45292,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"147,1959,1946-1960,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Im Welschland,8,8910,Affoltern am Albis,47.27594,8.452255,Wohnzonen,1,0,1,292.8,Wohnen,3112,30.12302728678297,8820.022389570055,128.09820782937612,37507.15525244133"
"162,1978,1971-1980,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlrütistrasse,5,8910,Affoltern am Albis,47.27442,8.454483,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"167,1967,1961-1970,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlrütistrasse,18,8910,Affoltern am Albis,47.27356,8.455653,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
"178,1973,1971-1980,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannrütistrasse,17,8910,Affoltern am Albis,47.27292,8.455738,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"184,1975,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,27,8910,Affoltern am Albis,47.27329,8.454682,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"185,1975,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,39,8910,Affoltern am Albis,47.27299,8.454667,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"187,1975,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,43,8910,Affoltern am Albis,47.27284,8.454747,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"191,1968,1961-1970,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlrütistrasse,16,8910,Affoltern am Albis,47.27339,8.455187,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
"200,1981,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,25b,8910,Affoltern am Albis,47.2734,8.454612,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"208,1981,1981-1985,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Chrämerhoger,2,8910,Affoltern am Albis,47.27465,8.453718,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,27.775200355284117,2710.85955467573,117.4125949539232,11459.469267502905"
"214,1983,1981-1985,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Chrämerhoger,20,8910,Affoltern am Albis,47.27544,8.454611,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,27.775200355284117,2710.85955467573,117.4125949539232,11459.469267502905"
"219,1647,Vor 1919,122,4,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Oetlistal,2,8910,Affoltern am Albis,47.27608,8.454784,Mischzonen,1,0,1,292.8,Wohnen,3112,22.49692834951446,6587.100620737834,106.17413757552826,31087.787482114676"
"221,1647,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Oetlistal,6,8910,Affoltern am Albis,47.2762,8.454819,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"225,1971,1971-1980,122,7,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Jonentalstrasse,21,8910,Affoltern am Albis,47.27597,8.456096,Mischzonen,1,0,1,585.6,Wohnen,3112,24.794827324300115,14519.850881110147,115.16959995535579,67443.31773385635"
"226,1971,1971-1980,122,6,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Jonentalstrasse,23,8910,Affoltern am Albis,47.27609,8.456176,Mischzonen,1,0,1,488,Wohnen,3112,25.349934366928913,12370.76797106131,116.93379984666882,57063.69432517439"
"227,1985,1981-1985,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",7,ZH,Affoltern am Albis,2,Jonentalstrasse,13,8910,Affoltern am Albis,47.27646,8.455416,Zentrumszonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444"
"230,1981,1981-1985,122,5,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Oetlistal,17,8910,Affoltern am Albis,47.27562,8.454126,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,23.47162633198537,9163.32292000709,104.59583153620117,40834.212631732946"
"232,1981,1981-1985,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Oetlistal,13,8910,Affoltern am Albis,47.27564,8.454135,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,27.775200355284117,2710.85955467573,117.4125949539232,11459.469267502905"
"236,1840,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Jonentalstrasse,11,8910,Affoltern am Albis,47.27667,8.455243,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"247,1980,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Pfruendhofstrasse,7,8910,Affoltern am Albis,47.27604,8.458379,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"248,1980,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Pfruendhofstrasse,9,8910,Affoltern am Albis,47.276,8.45843,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"255,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Pfruendhofstrasse,23,8910,Affoltern am Albis,47.27595,8.459122,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"263,1983,1981-1985,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Pfruendhofstrasse,44,8910,Affoltern am Albis,47.27633,8.456669,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"266,1983,1981-1985,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Pfruendhofstrasse,50,8910,Affoltern am Albis,47.2767,8.456352,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"269,1983,1981-1985,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Pfruendhofstrasse,56,8910,Affoltern am Albis,47.27699,8.455632,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,27.775200355284117,2710.85955467573,117.4125949539232,11459.469267502905"
"270,1983,1981-1985,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Pfruendhofstrasse,58,8910,Affoltern am Albis,47.27701,8.455943,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"197,1981,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,23b,8910,Affoltern am Albis,47.27363,8.454425,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"199,1981,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,25a,8910,Affoltern am Albis,47.27338,8.454572,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"202,1975,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,29,8910,Affoltern am Albis,47.27333,8.454765,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"205,1975,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,35,8910,Affoltern am Albis,47.27311,8.454979,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
207,1978,1971-1980,122,1,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Im Chrämerhoger,5,8910,Affoltern am Albis,47.27482,8.453935,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154
"215,1980,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Chrämerhoger,16,8910,Affoltern am Albis,47.27524,8.454722,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"216,1980,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Chrämerhoger,14,8910,Affoltern am Albis,47.27518,8.454716,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"217,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Chrämerhoger,1,8910,Affoltern am Albis,47.27502,8.45367,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"233,1981,1981-1985,122,5,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Oetlistal,19,8910,Affoltern am Albis,47.27559,8.453804,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,23.47162633198537,9163.32292000709,104.59583153620117,40834.212631732946"
"234,1981,1981-1985,122,5,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Oetlistal,21,8910,Affoltern am Albis,47.27554,8.453828,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,23.47162633198537,9163.32292000709,104.59583153620117,40834.212631732946"
"237,1995,1991-1995,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Jonentalstrasse,7,8910,Affoltern am Albis,47.27674,8.455101,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,23.441937805858096,4575.866259703501,101.97527715265541,19905.574100198337"
240,1820,Vor 1919,122,2,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Oetlistal,1,8910,Affoltern am Albis,47.2758,8.455015,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829
"243,1981,1981-1985,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",7,ZH,Affoltern am Albis,2,Oetlistal,23,8910,Affoltern am Albis,47.27554,8.453525,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"249,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Pfruendhofstrasse,11,8910,Affoltern am Albis,47.27596,8.458482,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"250,1980,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Pfruendhofstrasse,13,8910,Affoltern am Albis,47.27612,8.45886,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"253,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Pfruendhofstrasse,19,8910,Affoltern am Albis,47.276,8.458991,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"254,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Pfruendhofstrasse,21,8910,Affoltern am Albis,47.27597,8.459053,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"256,1981,1981-1985,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",3,ZH,Affoltern am Albis,2,Pfruendhofstrasse,25,8910,Affoltern am Albis,47.27625,8.458661,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"261,1981,1981-1985,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Pfruendhofstrasse,30,8910,Affoltern am Albis,47.27652,8.457871,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,27.775200355284117,2710.85955467573,117.4125949539232,11459.469267502905"
"262,1847,Vor 1919,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Pfruendhofstrasse,64,8910,Affoltern am Albis,47.27749,8.455321,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"271,1983,1981-1985,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Pfruendhofstrasse,60,8910,Affoltern am Albis,47.27711,8.45573,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"272,1983,1981-1985,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Pfruendhofstrasse,62,8910,Affoltern am Albis,47.27728,8.455656,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"275,1907,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Obere Kirchfeldstrasse,10,8910,Affoltern am Albis,47.27776,8.456142,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"278,1957,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Obere Kirchfeldstrasse,16,8910,Affoltern am Albis,47.27695,8.45631,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"279,1957,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Obere Kirchfeldstrasse,17,8910,Affoltern am Albis,47.27703,8.456694,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"283,1986,1986-1990,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Semperweg,1,8910,Affoltern am Albis,47.27622,8.45774,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,19.60425052809131,1913.374851541712,85.88449692546467,8382.326899925352"
"285,1981,1981-1985,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Butzenstrasse,12,8910,Affoltern am Albis,47.27705,8.458608,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,27.775200355284117,2710.85955467573,117.4125949539232,11459.469267502905"
"5,1978,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Feld,4,8910,Affoltern am Albis,47.27061,8.449671,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"10,1978,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Feld,9,8910,Affoltern am Albis,47.27026,8.448842,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"13,1860,Vor 1919,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Im Feld,13,8910,Affoltern am Albis,47.27037,8.448425,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"31,1944,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Ringstrasse,6,8910,Affoltern am Albis,47.2703,8.451295,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"33,1944,1919-1945,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Ringstrasse,8,8910,Affoltern am Albis,47.2703,8.451699,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284"
"34,1944,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Ringstrasse,9,8910,Affoltern am Albis,47.2706,8.451731,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"37,1944,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Ringstrasse,12,8910,Affoltern am Albis,47.2703,8.452278,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"38,1944,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Ringstrasse,13,8910,Affoltern am Albis,47.2706,8.452355,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"39,1944,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Ringstrasse,14,8910,Affoltern am Albis,47.2703,8.452466,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"42,1944,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Loorenstrasse,6,8910,Affoltern am Albis,47.27086,8.45107,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"60,1974,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Hasenbühlstrasse,46,8910,Affoltern am Albis,47.27065,8.453368,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"63,1974,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Hasenbühlstrasse,52,8910,Affoltern am Albis,47.27048,8.453596,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"65,1974,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Hasenbühlstrasse,56,8910,Affoltern am Albis,47.27042,8.453743,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"68,1976,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Loorenstrasse,3,8910,Affoltern am Albis,47.27128,8.450071,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"69,1976,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Loorenstrasse,5,8910,Affoltern am Albis,47.27142,8.450033,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"70,1978,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Loorenstrasse,7,8910,Affoltern am Albis,47.27119,8.450664,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"71,1978,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Loorenstrasse,9,8910,Affoltern am Albis,47.27134,8.450627,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"72,1978,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Loorenstrasse,11,8910,Affoltern am Albis,47.27148,8.450589,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"81,1946,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Hasenbühlweg,9,8910,Affoltern am Albis,47.27136,8.4535,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"87,1960,1946-1960,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Hasenbühlstrasse,3,8910,Affoltern am Albis,47.27305,8.452661,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"98,1946,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Hasenbühlstrasse,13,8910,Affoltern am Albis,47.27158,8.452971,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"100,1946,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Hasenbühlstrasse,17,8910,Affoltern am Albis,47.27136,8.453151,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"102,1947,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Hasenbühlstrasse,21,8910,Affoltern am Albis,47.27115,8.453358,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"103,1947,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Hasenbühlstrasse,23,8910,Affoltern am Albis,47.27088,8.453534,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
