EGID,BAUJ,BAUJK,FLAE,GES,GKAT,n_eingange,GDEKT,GDENAME,GDENR,STRNAME,DEINR,PLZ4,PLZNAME,Latitude,Longitude,CH_BEZ_D,BAUJK_qual,FLAE_qual,GES_qual,EBF,Nutzung,HGT,co2_m2,co2,kwh_m2,kwh
1,1984,1981-1985,122,2,Gebäude mit teilweiser Wohnnutzung,2,ZH,Affoltern am Albis,2,Grossholzerstrasse,20,8910,Affoltern am Albis,47.26912,8.449096,ausserhalb Bauzonen,1,0,1,97.60000000000001,Rest,3112,24.11903142965101,2354.0174675339385,107.27098672832796,10469.64830468481
"665,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Gerbiweg,6,8910,Affoltern am Albis,47.28216,8.452019,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"670,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Gerbiweg,11,8910,Affoltern am Albis,47.28164,8.452127,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"674,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Gerbiweg,15,8910,Affoltern am Albis,47.28196,8.451831,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
678,1988,1986-1990,122,3,Wohngebäude mit Nebennutzung,6,ZH,Affoltern am Albis,2,Gerbiweg,19,8910,Affoltern am Albis,47.28164,8.451629,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215
"681,1902,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,6,8910,Affoltern am Albis,47.28117,8.453114,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
684,1983,1981-1985,122,4,Wohngebäude mit Nebennutzung,7,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,12b,8910,Affoltern am Albis,47.28133,8.451528,Mischzonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444
"686,1880,Vor 1919,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,14,8910,Affoltern am Albis,47.28099,8.452094,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"1166,1986,1986-1990,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Goldiger Berg,6a,8910,Affoltern am Albis,47.27805,8.445429,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,19.60425052809131,1913.374851541712,85.88449692546467,8382.326899925352"
"1167,1985,1981-1985,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Goldiger Berg,6b,8910,Affoltern am Albis,47.27803,8.44552,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,27.775200355284117,2710.85955467573,117.4125949539232,11459.469267502905"
"1168,1985,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Goldiger Berg,6c,8910,Affoltern am Albis,47.27801,8.445548,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"1179,1987,1986-1990,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Schwandenrain,2a,8910,Affoltern am Albis,47.27728,8.442041,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"1184,1892,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Obfelderstrasse,22,8910,Affoltern am Albis,47.27377,8.44147,Arbeitszonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
"1187,1923,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Obfelderstrasse,24,8910,Affoltern am Albis,47.27416,8.441148,Arbeitszonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"1188,1955,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Obfelderstrasse,29,8910,Affoltern am Albis,47.27263,8.441895,Arbeitszonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
1189,1994,1991-1995,122,3,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Obfelderstrasse,31,8910,Affoltern am Albis,47.27307,8.441148,Arbeitszonen,1,0,1,195.20000000000002,Rest,3112,20.356174842276204,3973.5253292123152,93.1670797869079,18186.213974404425
1191,1986,1986-1990,122,3,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Obfelderstrasse,33a,8910,Affoltern am Albis,47.2729,8.441553,Arbeitszonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215
1192,1982,1981-1985,418,4,Gebäude mit teilweiser Wohnnutzung,21,ZH,Affoltern am Albis,2,Obfelderstrasse,38,8910,Affoltern am Albis,47.27274,8.4392219999999991,Arbeitszonen,1,1,1,1003.2,Rest,3112,18.17483163709833,18232.991098337043,88.3295441634404,88612.19870476342
"1202,1942,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Flurweidstrasse,3,8910,Affoltern am Albis,47.27325,8.440259,Arbeitszonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"1203,1943,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Flurweidstrasse,5,8910,Affoltern am Albis,47.27341,8.440223,Arbeitszonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"1210,1923,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Obfelderstrasse,32,8910,Affoltern am Albis,47.27533,8.442277,Arbeitszonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"1214,1962,1961-1970,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Alte Obfelderstrasse,44,8910,Affoltern am Albis,47.27468,8.440156,Arbeitszonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
"1216,1965,1961-1970,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Chalchofenstrasse,1,8910,Affoltern am Albis,47.27536,8.44094,Arbeitszonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
1219,1989,1986-1990,122,3,Gebäude ohne Wohnnutzung,1,ZH,Affoltern am Albis,2,Chalchofenstrasse,7,8910,Affoltern am Albis,47.27606,8.440025,Arbeitszonen,1,0,1,195.20000000000002,Rest,3112,15.649335380616659,3054.750266296372,74.05974462579724,14456.462150955622
1229,1894,Vor 1919,122,3,Wohngebäude mit Nebennutzung,3,ZH,Affoltern am Albis,2,Alte Obfelderstrasse,6,8910,Affoltern am Albis,47.27669,8.446681,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
1230,1896,Vor 1919,122,3,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Alte Obfelderstrasse,8,8910,Affoltern am Albis,47.2764,8.446431,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
"1232,1926,1919-1945,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Alte Obfelderstrasse,12,8910,Affoltern am Albis,47.27651,8.445443,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"1236,1931,1919-1945,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Obfelderstrasse,16,8910,Affoltern am Albis,47.27625,8.445132,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284"
"1240,1932,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Obfelderstrasse,20,8910,Affoltern am Albis,47.27601,8.444733,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"1250,1910,Vor 1919,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Im Hägeler,8,8910,Affoltern am Albis,47.27631,8.44456,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
1252,1896,Vor 1919,122,3,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Im Hägeler,10,8910,Affoltern am Albis,47.27645,8.444614,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
"1254,1939,1919-1945,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Hägeler,14,8910,Affoltern am Albis,47.27675,8.444561,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284"
"1256,1988,1986-1990,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",3,ZH,Affoltern am Albis,2,Moosbachstrasse,60b,8910,Affoltern am Albis,47.27744,8.442891,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
1257,1989,1986-1990,122,3,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Sagistrasse,12,8910,Affoltern am Albis,47.27552,8.441528,Arbeitszonen,1,0,1,195.20000000000002,Rest,3112,15.649335380616659,3054.750266296372,74.05974462579724,14456.462150955622
"1260,1850,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Zwillikerstrasse,35,8910,Affoltern am Albis,47.28461,8.443575,ausserhalb Bauzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
790,1893,Vor 1919,122,2,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Zürichstrasse,65,8910,Affoltern am Albis,47.27722,8.452549,Zentrumszonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829
792,1899,Vor 1919,122,4,Wohngebäude mit Nebennutzung,6,ZH,Affoltern am Albis,2,Zürichstrasse,78,8910,Affoltern am Albis,47.27732,8.453734,Mischzonen,1,0,1,292.8,Wohnen,3112,22.49692834951446,6587.100620737834,106.17413757552826,31087.787482114676
"797,1880,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Zürichstrasse,70,8910,Affoltern am Albis,47.27698,8.452887,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"801,1964,1961-1970,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",12,ZH,Affoltern am Albis,2,Zürichstrasse,48,8910,Affoltern am Albis,47.27565,8.450994,Zentrumszonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195"
805,1957,1946-1960,122,6,Wohngebäude mit Nebennutzung,8,ZH,Affoltern am Albis,2,Zürichstrasse,54,8910,Affoltern am Albis,47.2761,8.451457,Zentrumszonen,1,0,1,488,Wohnen,3112,28.31114000226701,13815.8363211063,122.75667122864759,59905.25555958002
809,1886,Vor 1919,122,3,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Zürichstrasse,61,8910,Affoltern am Albis,47.2769,8.452035,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
810,1905,Vor 1919,122,4,Gebäude mit teilweiser Wohnnutzung,2,ZH,Affoltern am Albis,2,Zürichstrasse,62,8910,Affoltern am Albis,47.27657,8.451984,Zentrumszonen,1,0,1,292.8,Rest,3112,19.535561039771864,5720.012272445202,97.00326023137261,28402.5545957459
818,1820,Vor 1919,122,2,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Zeughausstrasse,12,8910,Affoltern am Albis,47.27446,8.449862,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829
"823,1973,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",7,ZH,Affoltern am Albis,2,Zeughausstrasse,8,8910,Affoltern am Albis,47.27421,8.44987,Mischzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
828,1965,1961-1970,122,1,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Zeughausstrasse,16,8910,Affoltern am Albis,47.27404,8.449612,Mischzonen,1,0,1,97.60000000000001,Rest,3112,26.966093436854827,2631.8907194370313,115.33910424044413,11257.096573867348
"830,1985,1981-1985,122,5,""Mehrfamilienhaus, ohne Nebennutzung"",11,ZH,Affoltern am Albis,2,Bachmattstrasse,11,8910,Affoltern am Albis,47.27308,8.451311,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,23.47162633198537,9163.32292000709,104.59583153620117,40834.212631732946"
"831,1985,1981-1985,122,5,""Mehrfamilienhaus, ohne Nebennutzung"",12,ZH,Affoltern am Albis,2,Bachmattstrasse,15,8910,Affoltern am Albis,47.27276,8.451227,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,23.47162633198537,9163.32292000709,104.59583153620117,40834.212631732946"
"839,1962,1961-1970,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Zeughausstrasse,26,8910,Affoltern am Albis,47.27221,8.449289,Mischzonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195"
"846,1929,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Zeughausstrasse,32a,8910,Affoltern am Albis,47.27149,8.448429,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
"847,1800,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Zeughausstrasse,31,8910,Affoltern am Albis,47.27163,8.449053,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"851,1987,1986-1990,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Zürichstrasse,14b,8910,Affoltern am Albis,47.26957,8.448638,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,19.60425052809131,1913.374851541712,85.88449692546467,8382.326899925352"
853,1972,1971-1980,122,3,Gebäude mit teilweiser Wohnnutzung,3,ZH,Affoltern am Albis,2,Grubenstrasse,5,8910,Affoltern am Albis,47.27064,8.446789,Arbeitszonen,1,0,1,195.20000000000002,Rest,3112,24.603972868161957,4802.695503865214,115.31565001442432,22509.61488281563
"855,1880,Vor 1919,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Zeughausstrasse,32b,8910,Affoltern am Albis,47.27143,8.448374,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
856,1980,1971-1980,122,5,Gebäude mit teilweiser Wohnnutzung,4,ZH,Affoltern am Albis,2,Industriestrasse,20,8910,Affoltern am Albis,47.27119,8.444267,Arbeitszonen,1,0,1,390.40000000000003,Rest,3112,22.617689127211904,8829.945835263528,108.8398905949165,42491.093288255404
"869,1963,1961-1970,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Alte Kanzleistrasse,2,8910,Affoltern am Albis,47.27462,8.449125,Zentrumszonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
"888,1888,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,31,8910,Affoltern am Albis,47.27979,8.450087,Zentrumszonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
890,1924,1919-1945,122,3,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Untere Bahnhofstrasse,39,8910,Affoltern am Albis,47.27869,8.449451,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284
"900,1972,1971-1980,122,6,""Mehrfamilienhaus, ohne Nebennutzung"",13,ZH,Affoltern am Albis,2,Bahnhofplatz,11,8910,Affoltern am Albis,47.27597,8.447642,Zentrumszonen,1,0,1,488,Wohnen,3112,25.349934366928913,12370.76797106131,116.93379984666882,57063.69432517439"
"908,1947,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Grund,16,8910,Affoltern am Albis,47.27487,8.447878,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"937,1959,1946-1960,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",16,ZH,Affoltern am Albis,2,Im Grund,4,8910,Affoltern am Albis,47.2759,8.449369,Wohnzonen,1,0,1,292.8,Wohnen,3112,30.12302728678297,8820.022389570055,128.09820782937612,37507.15525244133"
940,1987,1986-1990,122,3,Wohngebäude mit Nebennutzung,6,ZH,Affoltern am Albis,2,Im Grund,10,8910,Affoltern am Albis,47.27537,8.448805,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215
950,1900,Vor 1919,122,3,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Merkurstrasse,5,8910,Affoltern am Albis,47.27732,8.44952,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
"822,1897,Vor 1919,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",4,ZH,Affoltern am Albis,2,Zeughausstrasse,6,8910,Affoltern am Albis,47.2749,8.450004,Mischzonen,1,0,1,292.8,Wohnen,3112,22.49692834951446,6587.100620737834,106.17413757552826,31087.787482114676"
"826,1984,1981-1985,122,5,""Mehrfamilienhaus, ohne Nebennutzung"",11,ZH,Affoltern am Albis,2,Zeughausstrasse,13,8910,Affoltern am Albis,47.27388,8.450361,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,23.47162633198537,9163.32292000709,104.59583153620117,40834.212631732946"
"827,1984,1981-1985,122,5,""Mehrfamilienhaus, ohne Nebennutzung"",11,ZH,Affoltern am Albis,2,Bachmattstrasse,3,8910,Affoltern am Albis,47.27362,8.450684,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,23.47162633198537,9163.32292000709,104.59583153620117,40834.212631732946"
"829,1820,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Zeughausstrasse,10,8910,Affoltern am Albis,47.27447,8.449981,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
"834,1985,1981-1985,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Bachmattstrasse,21,8910,Affoltern am Albis,47.27243,8.450984,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,27.775200355284117,2710.85955467573,117.4125949539232,11459.469267502905"
"837,1983,1981-1985,122,5,""Mehrfamilienhaus, ohne Nebennutzung"",10,ZH,Affoltern am Albis,2,Zeughausstrasse,25b,8910,Affoltern am Albis,47.27213,8.449687,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,23.47162633198537,9163.32292000709,104.59583153620117,40834.212631732946"
"838,1983,1981-1985,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",7,ZH,Affoltern am Albis,2,Zeughausstrasse,25c,8910,Affoltern am Albis,47.272,8.449534,Wohnzonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444"
"843,1983,1981-1985,122,5,""Mehrfamilienhaus, ohne Nebennutzung"",10,ZH,Affoltern am Albis,2,Zeughausstrasse,29a,8910,Affoltern am Albis,47.27199,8.450772,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,23.47162633198537,9163.32292000709,104.59583153620117,40834.212631732946"
"848,1957,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Zeughausstrasse,33,8910,Affoltern am Albis,47.27151,8.448864,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"852,1959,1946-1960,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Zürichstrasse,1,8910,Affoltern am Albis,47.26663,8.447088,ausserhalb Bauzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083"
854,1978,1971-1980,122,3,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Zürichstrasse,19,8910,Affoltern am Albis,47.27118,8.44785,Arbeitszonen,1,0,1,195.20000000000002,Rest,3112,24.603972868161957,4802.695503865214,115.31565001442432,22509.61488281563
856,1980,1971-1980,122,5,Gebäude mit teilweiser Wohnnutzung,4,ZH,Affoltern am Albis,2,Lindenmoosstrasse,12,8910,Affoltern am Albis,47.2712,8.44389,Arbeitszonen,1,0,1,390.40000000000003,Rest,3112,22.617689127211904,8829.945835263528,108.8398905949165,42491.093288255404
859,1967,1961-1970,122,2,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Zürichstrasse,29,8910,Affoltern am Albis,47.27294,8.448294,Arbeitszonen,1,0,1,97.60000000000001,Rest,3112,26.966093436854827,2631.8907194370313,115.33910424044413,11257.096573867348
"866,1953,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Zürichstrasse,43,8910,Affoltern am Albis,47.27452,8.449271,Zentrumszonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
867,1933,1919-1945,122,3,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Zürichstrasse,45,8910,Affoltern am Albis,47.27499,8.449532,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284
873,1896,Vor 1919,122,3,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Alte Kanzleistrasse,10,8910,Affoltern am Albis,47.27543,8.448071,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
875,1977,1971-1980,122,4,Wohngebäude mit Nebennutzung,9,ZH,Affoltern am Albis,2,Büelstrasse,11,8910,Affoltern am Albis,47.27363,8.447461,Zonen für öffentliche Nutzungen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704
887,1963,1961-1970,122,3,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Lindenmoosstrasse,8,8910,Affoltern am Albis,47.27042,8.444991,Arbeitszonen,1,0,1,195.20000000000002,Rest,3112,24.78911522128073,4838.835291193999,108.86202770634654,21249.867808278846
902,1884,Vor 1919,122,2,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Bahnhofplatz,8,8910,Affoltern am Albis,47.27558,8.446767,Zentrumszonen,1,0,1,97.60000000000001,Rest,3112,22.323761625311565,2178.799134630409,106.30878021621179,10375.736949102271
"910,1940,1919-1945,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Lichtmattstrasse,4,8910,Affoltern am Albis,47.27467,8.44693,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284"
"912,1948,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Lichtmattstrasse,6,8910,Affoltern am Albis,47.27484,8.447134,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"913,1949,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Lichtmattstrasse,7,8910,Affoltern am Albis,47.2753,8.447227,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
919,1924,1919-1945,122,3,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Aeussere Grundstrasse,1,8910,Affoltern am Albis,47.27683,8.44974,Zentrumszonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284
"922,1933,1919-1945,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Aeussere Grundstrasse,7,8910,Affoltern am Albis,47.27621,8.449326,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,32.136818025385594,6273.106878555269,139.788692057025,27286.752689531284"
"930,1898,Vor 1919,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",4,ZH,Affoltern am Albis,2,Aeussere Grundstrasse,19,8910,Affoltern am Albis,47.27555,8.448329,Wohnzonen,1,0,1,292.8,Wohnen,3112,22.49692834951446,6587.100620737834,106.17413757552826,31087.787482114676"
"931,1931,1919-1945,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",3,ZH,Affoltern am Albis,2,Aeussere Grundstrasse,22,8910,Affoltern am Albis,47.27559,8.448006,Wohnzonen,1,0,1,292.8,Wohnen,3112,30.592741302476867,8957.554653365227,135.14170444281632,39569.49106085662"
"934,1960,1946-1960,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Aeussere Grundstrasse,30,8910,Affoltern am Albis,47.2749,8.449083,Zentrumszonen,1,0,1,292.8,Wohnen,3112,30.12302728678297,8820.022389570055,128.09820782937612,37507.15525244133"
